= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,     13.14,    988.79,     0.68573,          2.628
      5,      38.5,     13.14,    988.79,     0.68573,          2.628
      5,      38.5,     13.14,    988.79,     0.68573,          2.628
      5,      38.5,     13.14,    988.79,     0.68573,          2.628
      5,      38.5,     13.48,    963.62,     0.68573,          2.696
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     13.45,    965.62,     0.73282,          2.691
      5,      38.5,     12.78,   1016.76,     0.67474,          2.555
      5,      38.5,     13.14,    988.79,     0.67474,          2.628
      5,      38.5,     13.14,    988.79,     0.67474,          2.628
      5,      38.5,     13.46,    964.96,     0.83798,          2.692
      5,      38.5,     13.09,    992.32,     0.83798,          2.618
      5,      38.5,     13.09,    992.32,     0.83798,          2.618
      5,      38.5,     13.46,    964.96,     0.83798,          2.692
      5,      38.5,     13.46,    964.96,     0.83798,          2.692
      5,      38.5,     13.47,    964.37,     0.88507,          2.694
      5,      38.5,     13.11,    990.95,     0.88507,          2.622
      5,      38.5,     13.11,    990.95,     0.88507,          2.622
      5,      38.5,     13.46,    964.96,     0.88507,          2.692
      5,      38.5,     13.81,    940.86,     0.88507,          2.761
      5,      38.5,     13.44,    966.18,     0.83798,          2.689
      5,      38.5,     13.13,    989.44,     0.84415,          2.626
      5,      38.5,     13.13,    989.44,     0.84415,          2.626
      5,      38.5,     13.13,    989.44,     0.84415,          2.626
      5,      38.5,     13.44,    966.18,     0.83798,          2.689
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.80,    941.43,     0.78540,          2.760
      5,      38.5,     13.11,    990.79,     0.78540,          2.622
      5,      38.5,     13.11,    990.79,     0.78540,          2.622
      5,      38.5,     13.11,    990.79,     0.78540,          2.622
      5,      38.5,     13.11,    990.79,     0.78540,          2.622
      5,      38.5,     13.11,    990.79,     0.78540,          2.622
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.13,    989.32,     0.83798,          2.626
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.09,    992.28,     0.73282,          2.618
      5,      38.5,     13.11,    990.79,     0.83798,          2.622
      5,      38.5,     13.11,    990.79,     0.83798,          2.622
      5,      38.5,     13.11,    990.79,     0.83798,          2.622
      5,      38.5,     13.17,    986.50,     0.89606,          2.633
      5,      38.5,     13.14,    988.65,     0.89606,          2.628
      5,      38.5,     13.50,    962.24,     0.83798,          2.700
      5,      38.5,     13.50,    962.24,     0.83798,          2.700
      5,      38.5,     13.50,    962.24,     0.83798,          2.700
      5,      38.5,     13.50,    962.24,     0.83798,          2.700
      5,      38.5,     13.45,    965.48,     0.83798,          2.691
      5,      38.5,     12.81,   1014.25,     0.89606,          2.561
      5,      38.5,     12.81,   1014.25,     0.89606,          2.561
      5,      38.5,     13.57,    957.10,     0.83798,          2.714
      5,      38.5,     13.14,    988.65,     0.83798,          2.628
      5,      38.5,     13.52,    960.78,     0.94200,          2.704
      5,      38.5,     12.81,   1014.22,     0.89606,          2.561
      5,      38.5,     13.17,    986.44,     0.89606,          2.633
      5,      38.5,     13.52,    960.78,     0.83798,          2.704
      5,      38.5,     13.52,    960.78,     0.83798,          2.704
      5,      38.5,     13.48,    963.41,     0.83798,          2.696
      5,      38.5,     13.48,    963.41,     0.83798,          2.696
      5,      38.5,     13.48,    963.41,     0.83798,          2.696
      5,      38.5,     13.48,    963.41,     0.83798,          2.696
      5,      38.5,     13.48,    963.41,     0.83798,          2.696
      5,      38.5,     12.83,   1012.66,     0.84415,          2.565
      5,      38.5,     12.83,   1012.66,     0.84415,          2.565
      5,      38.5,     12.83,   1012.66,     0.84415,          2.565
      5,      38.5,     13.52,    960.78,     0.89606,          2.704
      5,      38.5,     13.20,    983.67,     0.94200,          2.641
      5,      38.5,     13.20,    983.69,     0.89606,          2.641
      5,      38.5,     13.20,    983.69,     0.89606,          2.641
      5,      38.5,     13.26,    979.61,     0.94200,          2.652
      5,      38.5,     13.26,    979.43,     1.00407,          2.652
      5,      38.5,     13.56,    958.22,     0.94200,          2.711
      5,      38.5,     13.26,    979.43,     1.00407,          2.652
      5,      38.5,     13.60,    954.98,     0.94200,          2.720
      5,      38.5,     13.26,    979.61,     0.98279,          2.652
      5,      38.5,     13.20,    983.71,     0.94200,          2.641
      5,      38.5,     13.20,    983.71,     0.89606,          2.641
      5,      38.5,     12.91,   1005.85,     0.96007,          2.583
      5,      38.5,     13.60,    954.98,     0.94200,          2.720
      5,      38.5,     12.86,   1010.43,     0.96007,          2.571
      5,      38.5,     12.91,   1005.88,     0.96007,          2.583
      5,      38.5,     12.91,   1005.88,     1.00407,          2.583
      5,      38.5,     13.26,    979.43,     0.94200,          2.652
      5,      38.5,     13.26,    979.61,     0.94200,          2.652
      5,      38.5,     13.60,    954.95,     0.94200,          2.720
      5,      38.5,     12.64,   1027.94,     0.94200,          2.527
      5,      38.5,     12.91,   1005.88,     0.89606,          2.583
      5,      38.5,     13.96,    930.49,     0.94200,          2.792
      5,      38.5,     13.60,    954.98,     0.94200,          2.720
      5,      38.5,     13.26,    979.43,     0.89606,          2.652
      5,      38.5,     13.04,    996.19,     1.00407,          2.608
      5,      38.5,     13.04,    996.19,     1.00407,          2.608
      5,      38.5,     13.12,    989.63,     1.04272,          2.625
      5,      38.5,     13.12,    989.63,     1.04272,          2.625
      5,      38.5,     12.70,   1022.47,     1.00407,          2.541
      5,      38.5,     12.79,   1015.56,     1.07145,          2.558
      5,      38.5,     12.79,   1015.56,     1.07145,          2.558
      5,      38.5,     12.79,   1015.56,     1.07145,          2.558
      5,      38.5,     13.41,    968.47,     0.98279,          2.682
      5,      38.5,     13.41,    968.47,     0.98279,          2.682
      5,      38.5,     13.41,    968.47,     0.98279,          2.682
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.74,    945.40,     1.00407,          2.748
      5,      38.5,     13.39,    969.82,     1.00407,          2.679
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.22,    982.54,     1.07145,          2.644
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     13.56,    957.86,     1.00407,          2.712
      5,      38.5,     12.88,   1008.52,     1.00407,          2.576
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.12,    989.60,     1.00407,          2.625
      5,      38.5,     13.22,    982.54,     1.00407,          2.644
      5,      38.5,     13.31,    975.56,     1.04272,          2.663
      5,      38.5,     13.31,    975.56,     1.04272,          2.663
      5,      38.5,     13.12,    989.60,     1.04272,          2.625
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     12.97,   1001.17,     1.07145,          2.595
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     12.88,   1008.51,     1.07145,          2.576
      5,      38.5,     13.31,    975.55,     1.10715,          2.663
      5,      38.5,     13.22,    982.53,     1.10715,          2.644
      5,      38.5,     13.22,    982.53,     1.10715,          2.644
      5,      38.5,     13.56,    957.84,     1.04272,          2.712
      5,      38.5,     13.22,    982.53,     1.04272,          2.644
      5,      38.5,     13.22,    982.53,     1.04272,          2.644
      5,      38.5,     13.33,    974.68,     1.00407,          2.665
      5,      38.5,     13.66,    950.95,     1.04272,          2.732
