= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
24-09-24
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [deg], Alpha [px/bit]
      5,      38.5,      9.04,   1437.18,       12.53,          1.809
      5,      38.5,      8.74,   1485.53,       20.56,          1.749
      5,      38.5,      9.31,   1394.50,       32.01,          1.863
      5,      38.5,      9.31,   1394.52,       40.60,          1.863
      5,      38.5,      9.43,   1376.76,       32.01,          1.887
      5,      38.5,      9.02,   1440.67,       18.44,          1.803
      5,      38.5,      9.63,   1349.57,       11.31,          1.925
      5,      38.5,      9.53,   1364.22,        6.34,          1.906
      5,      38.5,      9.53,   1364.58,        0.00,          1.905
      5,      38.5,     10.76,   1208.51,       26.57,          2.151
      5,      38.5,     10.71,   1213.52,       36.87,          2.142
      5,      38.5,     11.37,   1143.57,       37.88,          2.274
      5,      38.5,     11.80,   1101.88,       34.99,          2.361
      5,      38.5,     12.11,   1073.86,       41.63,          2.423
      5,      38.5,     11.40,   1140.95,       37.88,          2.280
      5,      38.5,     12.02,   1082.71,       34.99,          2.403
      5,      38.5,     11.33,   1148.56,       33.69,          2.266
      5,      38.5,     12.08,   1076.80,       24.44,          2.417
      5,      38.5,     11.59,   1121.40,       10.31,          2.318
      5,      38.5,     12.17,   1067.86,        9.46,          2.433
      5,      38.5,     12.54,   1035.82,        4.40,          2.508
      5,      38.5,     12.38,   1049.03,        9.46,          2.476
      5,      38.5,     12.95,   1006.66,      -13.00,          2.591
      5,      38.5,     12.88,   1012.58,       -9.46,          2.575
      5,      38.5,     12.76,   1022.12,       -8.75,          2.551
      5,      38.5,     11.61,   1123.30,       -9.46,          2.322
      5,      38.5,     11.67,   1113.08,        9.46,          2.335
      5,      38.5,     11.18,   1162.12,       10.31,          2.236
      5,      38.5,     11.02,   1179.92,       41.19,          2.203
      5,      38.5,     11.68,   1112.23,       48.37,          2.336
      5,      38.5,     11.70,   1110.30,       48.82,          2.340
      5,      38.5,     12.07,   1075.83,       41.63,          2.415
      5,      38.5,     11.76,   1104.21,       37.88,          2.353
      5,      38.5,     12.07,   1075.85,       37.88,          2.415
      5,      38.5,     12.51,   1037.97,       37.88,          2.503
      5,      38.5,     12.81,   1014.21,       38.66,          2.561
      5,      38.5,     12.21,   1064.06,       34.99,          2.441
      5,      38.5,     12.97,   1001.47,       34.99,          2.594
      5,      38.5,     13.12,    989.81,       32.47,          2.625
      5,      38.5,     13.12,    989.81,       32.47,          2.625
      5,      38.5,     12.87,   1009.34,       26.57,          2.575
      5,      38.5,     12.97,   1002.08,       21.04,          2.594
      5,      38.5,     13.02,    997.66,        4.40,          2.604
      5,      38.5,     13.26,    979.57,        0.00,          2.652
      5,      38.5,     12.52,   1037.47,        4.40,          2.504
      5,      38.5,     13.02,    997.73,       -4.40,          2.604
      5,      38.5,     13.26,    979.69,       -4.40,          2.652
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.28,    978.38,        0.00,          2.656
      5,      38.5,     13.26,    979.75,        0.00,          2.652
